Model,Features,NumFeatures,MeanAccuracy,WeightedAccuracy,MeanLogLoss,Brier_A,Brier_D,Brier_H,TotalGames,AccuracyChange,LogLossChange
BASELINE + GDPerGameDiff + HomeElo + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + GDPerGameDiff + HomeElo + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,7,0.5407894736842105,0.5407894736842105,0.9888091811927655,0.1906760734538578,0.1842052118895613,0.2146536567463325,1520,0.0,-0.0016574362335917137
BASELINE + HomeShotsAgainstLast5 + HomeGoalsPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + HomeGoalsPerGame,5,0.5407894736842105,0.5407894736842105,0.9888096391484651,0.1916356159701172,0.18374420483792808,0.21360967471857512,1520,0.0,-0.0016569782778921294
BASELINE + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,7,0.5361842105263158,0.5361842105263158,0.9888101437740342,0.19192813010472196,0.18346978490957316,0.21423002523956958,1520,-0.004605263157894668,-0.0016564736523230206
BASELINE + HomeShotsAgainstLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,8,0.5342105263157896,0.5342105263157895,0.9888107526684761,0.1922226907541983,0.1837068065318663,0.21373256888150366,1520,-0.0065789473684209065,-0.0016558647578811536
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + GoalsPerGameDiff,8,0.5335526315789474,0.5335526315789474,0.9888113970186729,0.19148651492645108,0.1837751312064142,0.21458876304881325,1520,-0.007236842105263097,-0.001655220407684288
BASELINE + HomeShotsAgainstLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + AwayAwayGoalsLast5,7,0.5375,0.5375,0.9888117116258655,0.191959674098614,0.18377697554103603,0.21401234027852536,1520,-0.003289473684210509,-0.0016549058004917683
BASELINE + HomeShotsAgainstLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + AwayGoalsAgainstPerGame,9,0.5355263157894736,0.5355263157894737,0.98881177321364,0.19237726769208263,0.1839653978517914,0.21352667203917786,1520,-0.0052631578947368585,-0.0016548442127172214
BASELINE + HomeGoalsLast5 + HomeShotsAgainstLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeGoalsLast5 + HomeShotsAgainstLast5 + AwayAwayGoalsLast5,6,0.5427631578947368,0.5427631578947368,0.9888120353602323,0.19203580044285556,0.1835598036031611,0.21375228473671182,1520,0.0019736842105263497,-0.0016545820661248989
BASELINE + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + AwayAwayGoalsLast5,9,0.5322368421052632,0.5322368421052631,0.9888123999871556,0.19198035109800185,0.18367553992751576,0.21391521724552615,1520,-0.008552631578947256,-0.0016542174392015774
BASELINE + HomeShotsAgainstLast5 + AwayGamesPlayed + GDPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayGamesPlayed + GDPerGameDiff,6,0.5348684210526317,0.5348684210526315,0.9888131579379882,0.19141069348483936,0.18406486379278755,0.21429295653467395,1520,-0.005921052631578827,-0.0016534594883690357
BASELINE + HomeShotsAgainstLast5 + AwayElo + GoalsPerGameDiff + HomeGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayElo + GoalsPerGameDiff + HomeGoalsLast5,7,0.5401315789473684,0.5401315789473684,0.9888133094345793,0.1916800160174539,0.18382191781019125,0.21402136440938158,1520,-0.0006578947368420796,-0.0016533079917778748
BASELINE + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + GDPerGameDiff + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,8,0.5381578947368422,0.5381578947368421,0.9888134346357489,0.19101865949470773,0.18403186389044962,0.21478972695420084,1520,-0.002631578947368318,-0.0016531827906083318
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + GoalDiffLast5 + HomeGDPerGame + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayElo + GoalDiffLast5 + HomeGDPerGame + AwayAwayGoalsLast5,9,0.5348684210526315,0.5348684210526315,0.9888139503796098,0.19190429506339218,0.18346981348923902,0.21446445668929742,1520,-0.005921052631578938,-0.0016526670467473803
BASELINE + HomeGoalsLast5 + HomeShotsOnTargetAgainstLast5 + GDPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeGoalsLast5 + HomeShotsOnTargetAgainstLast5 + GDPerGameDiff,6,0.5309210526315788,0.530921052631579,0.9888142294174591,0.1912733738022575,0.18374519409440357,0.21461582004504184,1520,-0.009868421052631637,-0.001652388008898109
BASELINE + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayElo + HomeElo + GoalDiffLast5 + HomeGDPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayElo + HomeElo + GoalDiffLast5 + HomeGDPerGame,9,0.531578947368421,0.531578947368421,0.988814818898083,0.19160693499742254,0.18376371604887273,0.2141707922340974,1520,-0.009210526315789447,-0.0016517985282742398
BASELINE + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + HomeElo + PPGDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + HomeElo + PPGDiff + AwayAwayGoalsLast5,8,0.5434210526315789,0.5434210526315789,0.988815230024375,0.19149671950720937,0.18369726431382852,0.21437371042235437,1520,0.0026315789473684292,-0.0016513874019822294
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + HomeGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + HomeGoalsLast5,8,0.5348684210526317,0.5348684210526315,0.9888156954937398,0.19169296649748224,0.1838850343730972,0.21331807219947813,1520,-0.005921052631578827,-0.0016509219326173996
BASELINE + HomeShotsOnTargetAgainstLast5 + AwayElo + GoalDiffLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsOnTargetAgainstLast5 + AwayElo + GoalDiffLast5 + AwayGoalsAgainstPerGame,7,0.5381578947368422,0.5381578947368421,0.9888166241487939,0.1913156336180486,0.1836988070128452,0.21405046620033064,1520,-0.002631578947368318,-0.001649993277563322
BASELINE + HomeGoalsLast5 + HomeShotsAgainstLast5 + AwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeGoalsLast5 + HomeShotsAgainstLast5 + AwayGoalsLast5,6,0.5407894736842105,0.5407894736842105,0.9888166546559185,0.19198003058601906,0.18372754113994363,0.21384240551888353,1520,0.0,-0.0016499627704387176
BASELINE + AwayGoalsAgainstPerGame + GoalsPerGameDiff + HomeElo,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayGoalsAgainstPerGame + GoalsPerGameDiff + HomeElo,6,0.5361842105263158,0.5361842105263158,0.9888171444527891,0.190579897503912,0.18417206582803305,0.21441126993484644,1520,-0.004605263157894668,-0.0016494729735681002
BASELINE + HomeShotsAgainstLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + HomeGoalsLast5 + PPGDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + HomeGoalsLast5 + PPGDiff + AwayAwayGoalsLast5,9,0.5427631578947368,0.5427631578947368,0.9888173245727413,0.1918298653632877,0.1837476289887797,0.21393925929225904,1520,0.0019736842105263497,-0.0016492928536159246
BASELINE + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + HomeGDPerGame + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayAwayPointsLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + HomeGDPerGame + AwayAwayGoalsLast5,9,0.5427631578947368,0.5427631578947368,0.9888177468489736,0.19183856214545253,0.1833025596905417,0.21455726943697004,1520,0.0019736842105263497,-0.0016488705773836099
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayElo + PPGDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GDPerGameDiff + AwayElo + PPGDiff,8,0.5328947368421052,0.5328947368421053,0.9888182168522639,0.19168025433060643,0.1841867630306917,0.2137018497391303,1520,-0.007894736842105288,-0.0016484005740933227
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + HomeElo + HomeGoalsLast5 + PPGDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + HomeElo + HomeGoalsLast5 + PPGDiff + AwayAwayGoalsLast5,9,0.5355263157894737,0.5355263157894737,0.9888193260065952,0.19191658518217325,0.1838914848256368,0.21358370233855564,1520,-0.0052631578947367474,-0.0016472914197620536
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + HomeGDPerGame + PPGDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + HomeGDPerGame + PPGDiff + AwayAwayGoalsLast5,9,0.5335526315789474,0.5335526315789474,0.9888194266649012,0.19178941037046227,0.18380507381851652,0.21445506441799722,1520,-0.007236842105263097,-0.00164719076145603
BASELINE + HomeShotsAgainstLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + HomeElo + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff,7,0.5335526315789474,0.5335526315789474,0.988819820024748,0.19167674776195875,0.184024275163466,0.21386755530879809,1520,-0.007236842105263097,-0.0016467974016092235
BASELINE + AwayPointsLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayAwayGoalsAgainstLast5 + HomeGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayAwayGoalsAgainstLast5 + HomeGoalsLast5,8,0.5296052631578947,0.5296052631578947,0.9888199423919704,0.19094986864104327,0.18415296566314843,0.21430549585506772,1520,-0.011184210526315796,-0.0016466750343868686
BASELINE + AwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + HomeGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalsPerGameDiff + HomeGoalsLast5,7,0.5355263157894737,0.5355263157894737,0.9888211831538181,0.19115963965892194,0.1839917875490502,0.21442903705811314,1520,-0.0052631578947367474,-0.001645434272539159
BASELINE + AwayPointsLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + PPGDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + PPGDiff,9,0.5328947368421052,0.5328947368421053,0.9888216985065204,0.19177736578232824,0.18384716815596286,0.21407844323665692,1520,-0.007894736842105288,-0.0016449189198368686
BASELINE + HomeShotsAgainstLast5 + AwayPPG + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPPG + GoalsPerGameDiff,6,0.536842105263158,0.5368421052631579,0.988822633600728,0.1918603347304143,0.18369894083546226,0.21425227649449377,1520,-0.003947368421052477,-0.0016439838256292472
BASELINE + AwayPointsLast5 + HomeGamesPlayed + AwayAwayPointsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + HomeGamesPlayed + AwayAwayPointsLast5,6,0.5328947368421053,0.5328947368421053,0.9888230509494756,0.19181936643985384,0.1837598542032015,0.2143395906691229,1520,-0.007894736842105177,-0.001643566476881575
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GoalDiffLast5 + HomeGDPerGame + GoalsPerGameDiff + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GoalDiffLast5 + HomeGDPerGame + GoalsPerGameDiff + AwayGoalsAgainstPerGame,9,0.5263157894736842,0.5263157894736842,0.9888232353120638,0.192194563817604,0.1840363559936072,0.2136694492168009,1520,-0.014473684210526305,-0.001643382114293379
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + HomeGoalsLast5 + PPGDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + HomeGoalsLast5 + PPGDiff,9,0.531578947368421,0.531578947368421,0.9888237237106193,0.19200015103541065,0.18391139977680854,0.21352324955617918,1520,-0.009210526315789447,-0.001642893715737892
BASELINE + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + GoalDiffLast5 + GoalsPerGameDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + GoalDiffLast5 + GoalsPerGameDiff + AwayAwayGoalsLast5,8,0.5342105263157895,0.5342105263157895,0.9888238051937344,0.19230862865413906,0.18360202259614683,0.21405496064996812,1520,-0.006578947368421018,-0.001642812232622859
BASELINE + AwayPointsLast5 + GDPerGameDiff + PPGDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + PPGDiff + AwayAwayGoalsLast5,7,0.531578947368421,0.531578947368421,0.9888246599283332,0.1916437489308624,0.1839317465467159,0.21443424594062022,1520,-0.009210526315789447,-0.0016419574980239826
BASELINE + AwayPointsLast5 + GDPerGameDiff + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + HomeGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + GDPerGameDiff + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + HomeGoalsLast5,8,0.5328947368421053,0.5328947368421053,0.9888247739802545,0.19082759672250232,0.18441462214861695,0.21467545352708134,1520,-0.007894736842105177,-0.001641843446102742
BASELINE + HomeShotsAgainstLast5 + AwayElo + HomeElo + GoalDiffLast5 + HomeGDPerGame + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayElo + HomeElo + GoalDiffLast5 + HomeGDPerGame + AwayAwayGoalsLast5,9,0.544078947368421,0.5440789473684211,0.9888248957256399,0.19220358933036874,0.18347954492349222,0.2138152886439741,1520,0.003289473684210509,-0.0016417217007173024
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + GoalDiffLast5 + HomeGDPerGame + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + HomeElo + GoalDiffLast5 + HomeGDPerGame + AwayAwayGoalsLast5,9,0.5348684210526315,0.5348684210526315,0.9888253460167282,0.19189307713384648,0.1834726995635363,0.21446955817113772,1520,-0.005921052631578938,-0.001641271409628997
BASELINE + GDPerGameDiff + AwayAwayGoalsLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + GDPerGameDiff + AwayAwayGoalsLast5 + GoalDiffLast5,6,0.5342105263157895,0.5342105263157895,0.9888257632208646,0.1914254197268967,0.18356797606629893,0.21505402587999842,1520,-0.006578947368421018,-0.0016408542054926478
BASELINE + GDPerGameDiff + HomeElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + GDPerGameDiff + HomeElo + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + AwayAwayGoalsLast5,8,0.5407894736842105,0.5407894736842105,0.988826448038677,0.19116783594308118,0.18393908210693904,0.21443455523181654,1520,0.0,-0.0016401693876801904
BASELINE + HomeShotsOnTargetAgainstLast5 + AwayShotsOnTargetAgainstLast5 + HomeGDPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsOnTargetAgainstLast5 + AwayShotsOnTargetAgainstLast5 + HomeGDPerGame,6,0.5348684210526315,0.5348684210526315,0.9888264485260504,0.19135959409123013,0.1838150519001516,0.21385768833281396,1520,-0.005921052631578938,-0.0016401689003068265
BASELINE + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + GoalDiffLast5 + GoalsPerGameDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + GoalDiffLast5 + GoalsPerGameDiff,7,0.531578947368421,0.531578947368421,0.9888266233860727,0.19208306404991046,0.18377042247115374,0.21407395129535278,1520,-0.009210526315789447,-0.001639994040284476
BASELINE + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsAgainstLast5 + AwayAwayGoalsLast5,8,0.5427631578947368,0.5427631578947368,0.9888275142335043,0.19203465938434125,0.18333429924612943,0.21414047217759147,1520,0.0019736842105263497,-0.0016391031928528754
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + HomeGoalsLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + GoalDiffLast5 + HomeGoalsLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,9,0.5328947368421053,0.5328947368421053,0.9888281724363255,0.1913656500002059,0.1839310294514402,0.2146788990229312,1520,-0.007894736842105177,-0.00163844499003174
BASELINE + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + HomeElo + GoalDiffLast5 + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + HomeElo + GoalDiffLast5 + AwayAwayGoalsLast5,9,0.5427631578947368,0.5427631578947368,0.9888286602815329,0.19195468943743282,0.18331588587905406,0.2141809826442956,1520,0.0019736842105263497,-0.001637957144824287
BASELINE + AwayPointsLast5 + AwayShotsAgainstLast5 + GoalDiffLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayShotsAgainstLast5 + GoalDiffLast5,6,0.5328947368421053,0.5328947368421053,0.9888286626959253,0.19174018844269453,0.18399986655656972,0.21440790787070405,1520,-0.007894736842105177,-0.0016379547304319342
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayElo + HomeGoalsLast5 + PPGDiff + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayElo + HomeGoalsLast5 + PPGDiff + AwayAwayGoalsLast5,9,0.5355263157894737,0.5355263157894737,0.9888288877886905,0.19194433458970198,0.18389150403080715,0.21357477215201628,1520,-0.0052631578947367474,-0.0016377296376667294
BASELINE + HomeShotsAgainstLast5 + HomeShotsOnTargetAgainstLast5 + GoalDiffLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + HomeShotsOnTargetAgainstLast5 + GoalDiffLast5 + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,8,0.5368421052631579,0.5368421052631579,0.9888289875250855,0.19235690665476576,0.1835074618911394,0.21378412183908688,1520,-0.003947368421052588,-0.0016376299012716977
BASELINE + HomeShotsAgainstLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + HomeGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + HomeGoalsLast5,8,0.5348684210526315,0.5348684210526315,0.988829110479821,0.19137500591650325,0.18406282214595637,0.21422443085040693,1520,-0.005921052631578938,-0.0016375069465361936
BASELINE + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + GoalDiffLast5 + AwayGoalsAgainstPerGame,7,0.5328947368421053,0.5328947368421053,0.9888292981560446,0.19175168887154326,0.18372678505817797,0.21428906923297242,1520,-0.007894736842105177,-0.0016373192703126316
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + AwayAwayGoalsLast5,9,0.5322368421052631,0.5322368421052631,0.9888294135284961,0.19241485882705753,0.18381028147865014,0.21341215569638292,1520,-0.008552631578947367,-0.0016372038978611503
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayElo + HomeElo + HomeGDPerGame + AwayAwayGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + AwayElo + HomeElo + HomeGDPerGame + AwayAwayGoalsLast5,9,0.5342105263157895,0.5342105263157895,0.9888296277193531,0.19240201494935893,0.18371174194311318,0.21341586208028576,1520,-0.006578947368421018,-0.0016369897070040995
BASELINE + HomeShotsAgainstLast5 + AwayAwayPointsLast5 + HomeElo + PPGDiff + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayAwayPointsLast5 + HomeElo + PPGDiff + AwayAwayGoalsLast5 + AwayGoalsAgainstPerGame,9,0.5381578947368422,0.5381578947368421,0.9888297392175576,0.1919341784245278,0.18399903727915135,0.2136699522343931,1520,-0.002631578947368318,-0.0016368782087996525
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + GoalDiffLast5 + HomeGoalsLast5 + PPGDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + GoalDiffLast5 + HomeGoalsLast5 + PPGDiff,8,0.530921052631579,0.530921052631579,0.9888301589408841,0.1915708689337275,0.18404671172738432,0.2140411689791169,1520,-0.009868421052631526,-0.0016364584854731135
BASELINE + HomeShotsAgainstLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + HomeGDPerGame + PPGDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + GoalDiffLast5 + HomeGDPerGame + PPGDiff,9,0.5381578947368421,0.5381578947368421,0.9888309032261611,0.19191401256242754,0.1836535924977566,0.21428443336217284,1520,-0.0026315789473684292,-0.0016357142001961478
BASELINE + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + HomeGDPerGame + HomeGoalsLast5 + PPGDiff,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + AwayPointsLast5 + AwayAwayPointsLast5 + AwayAwayGoalsAgainstLast5 + HomeGDPerGame + HomeGoalsLast5 + PPGDiff,9,0.5348684210526315,0.5348684210526315,0.9888309763052716,0.19187203039936718,0.18366201720290412,0.21437304027310838,1520,-0.005921052631578938,-0.001635641121085607
BASELINE + HomeShotsAgainstLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + HomeGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + HomeShotsAgainstLast5 + AwayPointsLast5 + HomeShotsOnTargetAgainstLast5 + HomeGoalsLast5,7,0.5328947368421052,0.5328947368421053,0.9888314172538508,0.19201473645491904,0.18380086339388738,0.21336542542068193,1520,-0.007894736842105288,-0.0016352001725064014
BASELINE + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + HomeElo + HomeGoalsLast5,EloDiff + ShotOTDiffLast5 + GoalAgainstDiffLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5 + AwayAwayPointsLast5 + AwayElo + HomeElo + HomeGoalsLast5,9,0.531578947368421,0.531578947368421,0.9888315417203367,0.19096999222869765,0.18393875515369573,0.21455271959326855,1520,-0.009210526315789447,-0.0016350757060205057
