Features,NumFeatures,MeanAccuracy,MeanLogLoss,MeanBrier
EloDiff + HomeElo + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5,5,0.5453947368421053,0.9817256032803938,0.5845969171269894
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + HomeElo,5,0.5453947368421053,0.9817256032803938,0.5845969171269894
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + HomeShotsOnTargetAgainstLast5,5,0.5394736842105263,0.9817325087133459,0.584536259103376
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff + AwayPointsLast5,5,0.5375,0.9817438065534764,0.5848412815883935
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + AwayElo,5,0.5375,0.9817438065534765,0.5848412815883937
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGoalsLast5 + GDPerGameDiff,5,0.5368421052631578,0.9817761141437984,0.5850466019402918
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + HomeGoalsLast5,5,0.5368421052631578,0.9817761141437984,0.5850466019402918
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + GoalsPerGameDiff,5,0.5381578947368421,0.981790001463157,0.5851639311791494
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + PPGDiff,5,0.5381578947368421,0.981790001463157,0.5851639311791494
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff + HomeGDPerGame,5,0.5407894736842105,0.9818199775028347,0.5846415538151339
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + AwayGoalsAgainstPerGame,5,0.5342105263157895,0.9818282129076292,0.5850851677118613
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + AwayPPG,5,0.5335526315789474,0.981839205494174,0.585449641534656
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + AwayShotsOnTargetLast5,5,0.5427631578947368,0.9818393819322767,0.5852207219386162
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + HomeShotsAgainstLast5,5,0.5361842105263158,0.9818433106137918,0.5853308904679564
EloDiff + HomeShotsAgainstLast5 + XGDDiffLast5 + AwayPointsLast5 + PPGDiff,5,0.5361842105263158,0.9818433106137918,0.5853308904679565
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeShotsAgainstLast5 + PPGDiff,5,0.5361842105263158,0.9818433106137918,0.5853308904679565
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGDPerGame + GDPerGameDiff,5,0.5375000000000001,0.9818493357504181,0.5854824497304674
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + HomeGDPerGame,5,0.5375000000000001,0.9818493357504181,0.5854824497304674
EloDiff + HomeGDPerGame + XGDDiffLast5 + AwayPointsLast5 + GDPerGameDiff,5,0.5375000000000001,0.9818493357504181,0.5854824497304674
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + GoalsPerGameDiff,5,0.5388157894736842,0.9818593899153873,0.5845666867509031
EloDiff + HomeElo + XGDDiffLast5 + GoalsPerGameDiff + AwayGDPerGame,5,0.5388157894736842,0.9818593899153873,0.5845666867509031
EloDiff + AwayPointsLast5 + XGDDiffLast5 + XGDDiff + HomePointsLast5,5,0.5310810810810811,0.9818615765956953,0.5856859163809683
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + HomeGDPerGame,5,0.5407894736842105,0.9818661444269183,0.5846549032518166
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + GDPerGameDiff,5,0.5407894736842105,0.981875279949711,0.5846762107071309
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff + AwayGDPerGame,5,0.5407894736842105,0.981875279949711,0.5846762107071309
EloDiff + HomeElo + XGDDiffLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5,5,0.5414473684210527,0.9818779997856539,0.5848809016781917
EloDiff + AwayPointsLast5 + XGDDiffLast5 + AwayGDPerGame + HomePPG,5,0.5361842105263158,0.981878958416263,0.5854149188323771
EloDiff + AwayPointsLast5 + XGDDiffLast5 + AwayGDPerGame + GDPerGameDiff,5,0.5375000000000001,0.9818824921784125,0.5855196296228299
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + AwayGDPerGame,5,0.5375000000000001,0.9818824921784125,0.5855196296228299
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + HomeGoalsLast5,5,0.5388157894736842,0.9818862635268786,0.5845339201406331
EloDiff + HomeGDPerGame + XGDDiffLast5 + AwayPointsLast5 + AwayGDPerGame,5,0.5375000000000001,0.9818899101438654,0.5855171186561214
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGDPerGame + AwayGDPerGame,5,0.5375000000000001,0.9818899101438656,0.5855171186561215
EloDiff + AwayPointsLast5 + XGDDiffLast5 + AwayGDPerGame + HomeGDPerGame,5,0.5375000000000001,0.9818899101438656,0.5855171186561215
EloDiff + HomeElo + XGDDiffLast5 + GDPerGameDiff,4,0.5394736842105264,0.9818989532811917,0.5848653198553911
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff + HomeShotsOnTargetAgainstLast5,5,0.5414473684210527,0.9819062647972325,0.5849434036063708
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + HomeGoalsAgainstLast5,5,0.5368421052631579,0.9819395913473388,0.5853319072746501
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + ShotDiffLast5,5,0.5401315789473684,0.9819432645669183,0.585442709136949
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + AwayShotsOnTargetLast5,5,0.5361842105263158,0.9819447748625781,0.5854314266420171
EloDiff + HomeGDPerGame + XGDDiffLast5 + AwayPointsLast5 + GoalsPerGameDiff,5,0.5381578947368422,0.981945837204576,0.5852384313227753
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + HomeGDPerGame,5,0.5381578947368422,0.981945837204576,0.5852384313227753
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGDPerGame + GoalsPerGameDiff,5,0.5381578947368422,0.981945837204576,0.5852384313227753
EloDiff + AwayElo + XGDDiffLast5 + GoalsPerGameDiff + AwayPointsLast5,5,0.5460526315789473,0.981957072323888,0.5847697051845449
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + AwayElo,5,0.5460526315789473,0.981957072323888,0.5847697051845449
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGoalsLast5 + GoalsPerGameDiff,5,0.5394736842105263,0.981962004070643,0.5850160380522824
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + HomeGoalsLast5,5,0.5394736842105263,0.981962004070643,0.5850160380522824
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + HomePointsLast5,5,0.5355263157894737,0.9819712926013446,0.5844998296608951
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff,4,0.5407894736842106,0.9819718109454985,0.5849457044921915
EloDiff + AwayPointsLast5 + XGDDiffLast5 + AwayGDPerGame + GoalsPerGameDiff,5,0.5335526315789474,0.9819752478315352,0.5854974282629235
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + AwayGDPerGame,5,0.5335526315789474,0.9819752478315353,0.5854974282629235
EloDiff + HomeElo + XGDDiffLast5 + GDPerGameDiff + HomeGDPerGame,5,0.5407894736842106,0.9819772629032506,0.5846648531209573
EloDiff + HomeElo + XGDDiffLast5 + GoalsPerGameDiff,4,0.5453947368421053,0.9819792587728765,0.5847229127388242
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGoalsLast5 + AwayGDPerGame,5,0.5361842105263158,0.9819830957759972,0.5854537224604957
EloDiff + AwayPointsLast5 + XGDDiffLast5 + AwayGDPerGame + HomeGoalsLast5,5,0.5361842105263158,0.9819830957759972,0.5854537224604957
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + HomeGDPerGame,5,0.5407894736842105,0.9819876366255289,0.5854450052413578
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGDPerGame + PPGDiff,5,0.5407894736842105,0.9819876366255289,0.5854450052413578
EloDiff + HomeGDPerGame + XGDDiffLast5 + AwayPointsLast5 + PPGDiff,5,0.5407894736842105,0.9819876366255289,0.5854450052413578
EloDiff + HomeElo + XGDDiffLast5 + GDPerGameDiff + HomeShotsAgainstLast5,5,0.5401315789473684,0.9820050996388909,0.5849816809814912
EloDiff + HomeGDPerGame + XGDDiffLast5 + AwayPointsLast5 + XGDDiff,5,0.5304054054054054,0.9820158294492359,0.585908380331337
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGDPerGame + XGDDiff,5,0.5304054054054054,0.9820158294492359,0.585908380331337
EloDiff + AwayPointsLast5 + XGDDiffLast5 + XGDDiff + HomeGDPerGame,5,0.5304054054054054,0.9820158294492359,0.585908380331337
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + GDPerGameDiff,5,0.5401315789473684,0.98201723508377,0.5846896409516587
EloDiff + HomeElo + XGDDiffLast5 + GDPerGameDiff + AwayGDPerGame,5,0.5401315789473684,0.9820172350837701,0.5846896409516587
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff + HomeElo,5,0.5394736842105264,0.9820217377727887,0.5849392934073663
EloDiff + HomeElo + XGDDiffLast5 + GDPerGameDiff + AwayElo,5,0.5394736842105264,0.9820217377727887,0.5849392934073663
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + HomeGoalsLast5,5,0.5388157894736842,0.9820281627955625,0.5845704987256795
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + ShotDiffLast5,5,0.5368421052631579,0.9820296250038286,0.5855005554941479
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + HomeGDPerGame,5,0.5401315789473684,0.9820349036686579,0.5846881933289215
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + XGForDiffLast5,5,0.5381578947368421,0.9820357427426345,0.5854201996035066
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff + HomeShotsAgainstLast5,5,0.5427631578947368,0.9820403462917685,0.5850420312547914
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff + HomePPG,5,0.5427631578947368,0.9820472186651972,0.5850299269012209
EloDiff + HomeElo + XGDDiffLast5 + GoalsPerGameDiff + HomeShotsAgainstLast5,5,0.5467105263157895,0.9820478703013054,0.5848398454946071
EloDiff + HomeElo + XGDDiffLast5 + GoalsPerGameDiff + HomeShotsOnTargetAgainstLast5,5,0.5453947368421053,0.9820665402370081,0.5847692776484938
EloDiff + AwayElo + XGDDiffLast5 + GoalsPerGameDiff,4,0.5460526315789473,0.9820736424114577,0.5848190284397752
EloDiff + HomeElo + XGDDiffLast5 + GoalsPerGameDiff + AwayPPG,5,0.5388157894736842,0.9820772617798735,0.5849020875353249
EloDiff + HomeElo + XGDDiffLast5 + GDPerGameDiff + HomePPG,5,0.5421052631578948,0.9821005234216694,0.5850154057481598
EloDiff + AwayElo + XGDDiffLast5 + GoalsPerGameDiff + HomeElo,5,0.5460526315789473,0.982105882635558,0.58479793051385
EloDiff + HomeElo + XGDDiffLast5 + GoalsPerGameDiff + AwayElo,5,0.5460526315789473,0.9821058826355581,0.5847979305138499
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + GoalDiffLast5,5,0.5375,0.9821125855946118,0.5854087735166051
EloDiff + HomeShotsOnTargetAgainstLast5 + XGDDiffLast5 + AwayPointsLast5,4,0.5414473684210527,0.9821129178197275,0.5852561145942884
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeShotsOnTargetAgainstLast5,4,0.5414473684210527,0.9821129178197275,0.5852561145942883
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + AwayPPG,5,0.5368421052631579,0.9821132243171046,0.584556527082627
EloDiff + AwayElo + XGDDiffLast5 + GoalsPerGameDiff + HomeShotsAgainstLast5,5,0.5467105263157895,0.9821183097012632,0.5849235493461566
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + HomeShotsOnTargetLast5,5,0.5361842105263158,0.9821190193786866,0.584747079803694
EloDiff + AwayPointsLast5 + XGDDiffLast5 + XGDDiff + XGForDiffLast5,5,0.5324324324324324,0.9821221212621123,0.585930303185981
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGoalsPerGame + AwayGDPerGame,5,0.530921052631579,0.9821228082697391,0.5853244597659437
EloDiff + AwayPointsLast5 + XGDDiffLast5 + AwayGDPerGame + HomeGoalsPerGame,5,0.530921052631579,0.9821228082697391,0.5853244597659437
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGoalsPerGame + AwayPPG,5,0.5361842105263158,0.9821302434342378,0.5854351870059694
EloDiff + AwayElo + XGDDiffLast5 + GoalsPerGameDiff + HomeShotsOnTargetAgainstLast5,5,0.5453947368421053,0.9821381420141888,0.5848567346291189
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + XGAgainstDiffLast5,5,0.5381578947368421,0.9821427033336584,0.5854937574711734
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGoalsLast5,4,0.5394736842105263,0.9821450802816664,0.5849932528357069
EloDiff + AwayElo + XGDDiffLast5 + GoalsPerGameDiff + AwayPPG,5,0.5414473684210527,0.9821684833961166,0.5849823856541752
EloDiff + HomeElo + XGDDiffLast5 + GDPerGameDiff + AwayPPG,5,0.5361842105263158,0.9821688380691462,0.5850357037036202
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + ShotDiffLast5,5,0.5407894736842105,0.982174337478761,0.5848936440840741
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + AwayPPG,5,0.5381578947368422,0.982180341952151,0.5845554251863466
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + XGDDiff,5,0.5297297297297296,0.9821849285726854,0.58604563998405
EloDiff + AwayPointsLast5 + XGDDiffLast5 + XGDDiff + GDPerGameDiff,5,0.5297297297297296,0.9821849285726854,0.58604563998405
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + XGForDiffLast5,5,0.5388157894736841,0.9821956842175141,0.5853825716558854
EloDiff + AwayPointsLast5 + XGDDiffLast5 + XGDDiff + HomeGoalsAgainstLast5,5,0.5304054054054054,0.9822015957769131,0.5859895186635479
EloDiff + AwayPointsLast5 + XGDDiffLast5 + AwayGDPerGame,4,0.5348684210526315,0.9822184821337074,0.5857762910484521
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGDPerGame,4,0.5394736842105263,0.9822263798926014,0.5851959981693524
EloDiff + HomeGDPerGame + XGDDiffLast5 + AwayPointsLast5,4,0.5394736842105263,0.9822263798926014,0.5851959981693524
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + HomePPG,5,0.5361842105263158,0.9822365701065485,0.5853162862334899
EloDiff + AwayPointsLast5 + XGDDiffLast5 + XGDDiff + XGAgainstDiffLast5,5,0.5337837837837838,0.9822533082657408,0.586014774988447
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + GoalsAgainstPerGameDiff,5,0.5355263157894736,0.9822640459416696,0.5849368966644524
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGoalsPerGame,4,0.5361842105263158,0.9822651062362698,0.5849534283425862
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + HomeGoalsPerGame,5,0.5401315789473684,0.982269954682816,0.584710095517631
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + HomePPG,5,0.5361842105263157,0.9822821185056893,0.5856975903470977
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsAgainstPerGameDiff,4,0.5368421052631579,0.9822881736783476,0.5856054464709808
EloDiff + AwayElo + XGDDiffLast5 + GDPerGameDiff + AwayPPG,5,0.5368421052631579,0.9822922310897417,0.5851358237162584
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeShotsAgainstLast5,4,0.5401315789473684,0.9822930593581878,0.5854719566906813
EloDiff + HomeShotsAgainstLast5 + XGDDiffLast5 + AwayPointsLast5,4,0.5401315789473684,0.9822930593581878,0.5854719566906813
EloDiff + AwayPointsLast5 + XGDDiffLast5 + XGDDiff + HomePPG,5,0.529054054054054,0.9822951445210826,0.5859165624696003
EloDiff + HomeElo + XGDDiffLast5 + XGDDiff,4,0.5391891891891891,0.9823015238282232,0.5854995222077666
EloDiff + AwayElo + XGDDiffLast5 + GoalsPerGameDiff + HomePPG,5,0.5440789473684211,0.9823044100855521,0.5849115238497349
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + HomeGoalsAgainstLast5,5,0.5375,0.9823059212118925,0.5854883340066024
EloDiff + HomeElo + XGDDiffLast5 + GoalsPerGameDiff + HomePPG,5,0.5440789473684211,0.9823069141530814,0.584853452322436
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + HomePointsLast5,5,0.5368421052631579,0.9823089428839965,0.5855184917670377
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsAgainstPerGameDiff + PPGDiff,5,0.5361842105263157,0.9823146410346414,0.5856571540431981
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + GoalsAgainstPerGameDiff,5,0.5361842105263157,0.9823146410346415,0.5856571540431981
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + HomeElo,5,0.5375,0.982322199792295,0.5851049313083397
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + PPGDiff,5,0.5381578947368422,0.9823278516756775,0.5848049867465378
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GoalsPerGameDiff + XGAgainstDiffLast5,5,0.5388157894736841,0.9823379742178322,0.585483052173672
EloDiff + AwayElo + XGDDiffLast5 + AwayGDPerGame + AwayShotsOnTargetLast5,5,0.5361842105263158,0.9823418801593549,0.5846810508784164
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + ShotDiffLast5,5,0.5407894736842105,0.9823477060609094,0.5849465985974011
EloDiff + AwayPointsLast5 + XGDDiffLast5 + GDPerGameDiff + GoalDiffLast5,5,0.5355263157894736,0.982354105532483,0.585695306769982
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + HomeGoalsPerGame,5,0.5407894736842105,0.9823671706538087,0.584741842539994
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + HomeShotsOnTargetLast5,5,0.5342105263157895,0.9823684832224557,0.58483662366552
EloDiff + AwayPointsLast5 + XGDDiffLast5 + HomeGoalsLast5 + PPGDiff,5,0.5375,0.9823804924409065,0.5853384882127487
EloDiff + AwayPointsLast5 + XGDDiffLast5 + PPGDiff + HomeGoalsLast5,5,0.5375,0.9823804924409066,0.5853384882127488
EloDiff + HomeElo + XGDDiffLast5 + AwayGDPerGame + GoalsAgainstPerGameDiff,5,0.5355263157894736,0.9823895301708292,0.5849563579920897
